x,y,c,t,z,folder,file
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-1500_field-0
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-1500_field-1
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-1500_field-2
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-1500_field-3
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-1500_field-4
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-1500_field-5
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-1500_field-6
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-3000_field-0
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-3000_field-1
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-3000_field-2
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-3000_field-3
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-3000_field-4
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-3000_field-5
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-3000_field-6
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-500_field-0
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-500_field-1
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-500_field-2
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-500_field-3
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-500_field-4
512,512,7,1,37,EYrainbow_1nmpp1_1st,spectral-red_1nmpp1-500_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-0
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-1
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-2
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-0_hour-3_field-9
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-100_hour-3_field-0
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-100_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-100_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-100_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-100_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-100_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-100_hour-3_field-9
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-0
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-1
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-2
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-25_hour-3_field-9
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-0
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-1
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-10
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-11
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-2
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-50_hour-3_field-9
512,512,5,1,37,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-0
512,512,5,1,37,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-1
512,512,5,1,37,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-2
512,512,5,1,37,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-blue_EYrainbow_leu-75_hour-3_field-9
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-0
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-1
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-2
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-0_hour-3_field-9
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-0
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-1
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-2
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-100_hour-3_field-9
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-0
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-1
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-2
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-25_hour-3_field-9
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-0
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-1
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-10
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-11
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-2
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-50_hour-3_field-9
512,512,5,1,37,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-0
512,512,5,1,37,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-1
512,512,5,1,37,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-2
512,512,5,1,37,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-3
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-4
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-5
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-6
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-7
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-8
512,512,5,1,31,EYrainbow_leucine_large,spectral-red_EYrainbow_leu-75_hour-3_field-9
512,512,5,1,31,EYrainbow_leucine,spectral-red_EYrainbow_leu-0_field-1
512,512,5,1,31,EYrainbow_leucine,spectral-red_EYrainbow_leu-100_field-1
512,512,5,1,31,EYrainbow_leucine,spectral-red_EYrainbow_leu-100_field-4
512,512,5,1,31,EYrainbow_leucine,spectral-red_EYrainbow_leu-25_field-1
512,512,5,1,31,EYrainbow_leucine,spectral-red_EYrainbow_leu-50_field-1
512,512,5,1,31,EYrainbow_leucine,spectral-red_EYrainbow_leu-50_field-2
512,512,5,1,31,EYrainbow_leucine,spectral-red_EYrainbow_leu-75_field-2
512,512,5,1,31,EYrainbow_leucine,spectral-red_EYrainbow_leu-75_field-3
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-0
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-1
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-2
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-3
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-4
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-5
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-6
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-0
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-1
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-2
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-3
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-4
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-5
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-6
512,512,5,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-blue_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-7
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-0
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-2
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-3
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-4
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-5
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-0_overnight_field-6
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-0
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-1
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-2
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-3
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-4
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-5
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-6
512,512,7,1,37,EYrainbowWhi5Up_betaEstrodiol,spectral-red_EYrainbowWhi5Up_betaEstrodiol-10_overnight_field-7
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0-5_field-0
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0-5_field-1
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0-5_field-2
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0-5_field-3
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0-5_field-4
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0-5_field-5
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0-5_field-6
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0-5_field-7
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0_field-0
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0_field-1
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0_field-2
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0_field-3
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0_field-4
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0_field-5
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-0_field-6
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-0
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-1
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-2
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-3
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-4
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-5
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-6
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-7
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-100_field-8
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-200_field-0
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-200_field-1
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-200_field-2
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-200_field-3
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-200_field-4
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-200_field-5
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-200_field-6
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-200_field-7
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-50_field-0
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-50_field-1
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-50_field-2
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-50_field-3
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-50_field-4
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-50_field-5
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-50_field-6
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-5_field-0
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-5_field-1
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-5_field-2
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-5_field-3
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-5_field-4
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-5_field-5
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-5_field-6
512,512,5,1,37,EYrainbow_glucose_largerBF,spectral-blue_EYrainbow_glu-5_field-7
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0-5_field-0
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0-5_field-1
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0-5_field-2
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0-5_field-3
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0-5_field-4
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0-5_field-5
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0-5_field-6
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0-5_field-7
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0_field-0
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0_field-1
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0_field-2
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0_field-3
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0_field-4
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0_field-5
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-0_field-6
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-100_field-0
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-100_field-1
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-100_field-2
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-100_field-3
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-100_field-4
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-100_field-5
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-100_field-6
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-100_field-8
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-200_field-0
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-200_field-1
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-200_field-2
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-200_field-3
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-200_field-4
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-200_field-5
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-200_field-6
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-200_field-7
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-50_field-0
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-50_field-1
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-50_field-2
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-50_field-3
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-50_field-4
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-50_field-5
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-50_field-6
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-5_field-0
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-5_field-1
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-5_field-2
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-5_field-3
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-5_field-4
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-5_field-5
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-5_field-6
512,512,7,1,37,EYrainbow_glucose_largerBF,spectral-red_EYrainbow_glu-5_field-7
